timestamp,latitude,longitude,parameter,value,unit,location,city,country
2025-10-14 01:28:03.054331+00:00,39.80961935544549,116.4047286498801,pm25,96.34381624755417,µg/m³,demo,demo,demo
2025-10-14 01:28:03.054331+00:00,39.702836731441266,116.58018547853037,pm25,106.64039312626815,µg/m³,demo,demo,demo
2025-10-14 01:28:03.054331+00:00,39.95828835822998,116.25766384508786,pm25,70.05691051319675,µg/m³,demo,demo,demo
2025-10-14 01:28:03.054331+00:00,39.98796375340348,116.5794597788549,pm25,58.75839219417075,µg/m³,demo,demo,demo
2025-10-14 01:28:03.054331+00:00,40.03422768660011,116.3247325808042,pm25,95.75568803223841,µg/m³,demo,demo,demo
2025-10-14 01:28:03.054331+00:00,39.81275113094582,116.36933057958903,pm25,118.92791675618409,µg/m³,demo,demo,demo
2025-10-14 01:28:03.054331+00:00,39.786087266865195,116.53108103752817,pm25,76.34204478392385,µg/m³,demo,demo,demo
2025-10-14 01:28:03.054331+00:00,39.95573255202664,116.36367965454767,pm25,73.3447938647627,µg/m³,demo,demo,demo
2025-10-14 01:28:03.054331+00:00,40.022021933258,116.41983747506922,pm25,95.42077017575225,µg/m³,demo,demo,demo
2025-10-14 01:28:03.054331+00:00,40.08546834913799,116.21102364529723,pm25,78.26448388968687,µg/m³,demo,demo,demo
2025-10-14 01:28:03.054331+00:00,39.76020993216847,116.50140524346992,pm25,82.28083716314573,µg/m³,demo,demo,demo
2025-10-14 01:28:03.054331+00:00,39.89288495527974,116.41525732528771,pm25,84.17573337018123,µg/m³,demo,demo,demo
2025-10-14 01:28:03.054331+00:00,40.05788634487847,116.33189268659963,pm25,94.73716800588815,µg/m³,demo,demo,demo
2025-10-14 01:28:03.054331+00:00,39.869086762778174,116.51537148137136,pm25,83.48951463366915,µg/m³,demo,demo,demo
2025-10-14 01:28:03.054331+00:00,39.93580082483362,116.32127793171666,pm25,91.68773705134849,µg/m³,demo,demo,demo
2025-10-14 01:28:03.054331+00:00,39.70979627099735,116.38139915579227,pm25,86.23474386366367,µg/m³,demo,demo,demo
2025-10-14 01:28:03.054331+00:00,39.96938395486118,116.25361667889887,pm25,78.21708972656734,µg/m³,demo,demo,demo
2025-10-14 01:28:03.054331+00:00,40.06763544785353,116.36124519457886,pm25,84.51522787746792,µg/m³,demo,demo,demo
2025-10-14 01:28:03.054331+00:00,40.03073013182269,116.28138209627046,pm25,76.94834698837155,µg/m³,demo,demo,demo
2025-10-14 01:28:03.054331+00:00,40.05420810668398,116.30492533617674,pm25,88.43132280082355,µg/m³,demo,demo,demo
2025-10-14 01:28:03.054331+00:00,39.96414215220821,116.50014586905202,pm25,74.86674823959893,µg/m³,demo,demo,demo
2025-10-14 01:28:03.054331+00:00,39.79822090689727,116.31216350319441,pm25,75.23841053884365,µg/m³,demo,demo,demo
2025-10-14 01:28:03.054331+00:00,40.0074067995585,116.39407638977265,pm25,105.83668475404963,µg/m³,demo,demo,demo
2025-10-14 01:28:03.054331+00:00,39.78466989704301,116.59229487992049,pm25,87.71493232672248,µg/m³,demo,demo,demo
2025-10-14 01:28:03.054331+00:00,40.03250993386579,116.5846628774655,pm25,87.70631866472206,µg/m³,demo,demo,demo
2025-10-14 01:28:03.054331+00:00,39.72508716902831,116.4899159763094,pm25,94.491580009398,µg/m³,demo,demo,demo
2025-10-14 01:28:03.054331+00:00,40.03019512535742,116.41649074221897,pm25,83.30285893980012,µg/m³,demo,demo,demo
2025-10-14 01:28:03.054331+00:00,39.76580290658964,116.31075648161814,pm25,85.61071856064868,µg/m³,demo,demo,demo
2025-10-14 01:28:03.054331+00:00,39.85005879859866,116.26426080351006,pm25,93.45492779436948,µg/m³,demo,demo,demo
2025-10-14 01:28:03.054331+00:00,39.826695266622785,116.58797016528645,pm25,91.7421330773194,µg/m³,demo,demo,demo
2025-10-14 01:28:03.054331+00:00,39.9765348141111,116.40642743421915,pm25,74.44158224719742,µg/m³,demo,demo,demo
2025-10-14 01:28:03.054331+00:00,39.77142875126975,116.24634624498832,pm25,98.35325413042251,µg/m³,demo,demo,demo
2025-10-14 01:28:03.054331+00:00,39.8585024648868,116.449395902215,pm25,81.26792365091805,µg/m³,demo,demo,demo
2025-10-14 01:28:03.054331+00:00,39.7023298380432,116.51067324573691,pm25,75.68019556661633,µg/m³,demo,demo,demo
2025-10-14 01:28:03.054331+00:00,39.80499788510004,116.44520132042122,pm25,77.54744213039795,µg/m³,demo,demo,demo
2025-10-14 01:28:03.054331+00:00,39.868475525691586,116.56691908191635,pm25,83.6665988381227,µg/m³,demo,demo,demo
2025-10-14 01:28:03.054331+00:00,39.742368494682935,116.21583715066568,pm25,107.88074602586337,µg/m³,demo,demo,demo
2025-10-14 01:28:03.054331+00:00,39.953263978414626,116.411435705304,pm25,74.2467121113372,µg/m³,demo,demo,demo
2025-10-14 01:28:03.054331+00:00,39.852169707954616,116.38373435315415,pm25,90.27405368079866,µg/m³,demo,demo,demo
2025-10-14 01:28:03.054331+00:00,39.9901175752305,116.22493983165995,pm25,62.699250673299645,µg/m³,demo,demo,demo
2025-10-14 01:28:03.054331+00:00,39.96154640442736,116.45653126765575,pm25,88.33433977264421,µg/m³,demo,demo,demo
